"","V1","V2","V3","V4","V5","V6","V7"
"478","H0NV01144",2010,2016,"C00476481","H","P",202307
"479","H0NV02142",2010,2016,"C00469700","H","P",202308
"480","H0NV03033",2010,2016,"C00468173","H","P",202309
"481","H0NV03041",2010,2016,"C00467928","H","P",202310
"482","H0NV03058",2016,2016,"C00468421","H","P",202311
"483","H0NY00055",2010,2016,"C00465666","H","P",202312
"484","H0NY01137",2014,2016,"C00549816","H","P",202313
"485","H0NY01152",2010,2016,"C00478875","H","P",202314
"486","H0NY02085",2016,2016,"C00500736","Y","J",202316
"487","H0NY02085",2016,2016,"C00358952","H","P",202315
"488","H0NY02085",2016,2016,"C00522573","H","J",202317
"489","H0NY02168",2012,2016,"C00472548","H","P",202318
"490","H0NY02176",2014,2016,"C00473777","H","P",202319
"491","H0NY04057",2014,2016,"C00465054","H","P",202320
"492","H0NY04081",2010,2016,"C00485078","H","P",202321
"493","H0NY04099",2016,2016,"C00484774","H","P",202322
"494","H0NY04107",2010,2016,"C00487843","H","P",202323
"495","H0NY07068",2010,2016,"C00491464","H","P",202324
"496","H0NY13074",2014,2016,"C00470807","H","P",202325
"497","H0NY14205",2010,2016,"C00479519","H","P",202326
"498","H0NY14213",2010,2016,"C00483271","H","P",202327
"499","H0NY15111",2010,2016,"C00470997","H","P",202328
"500","H0NY15129",2012,2016,"C00482893","H","A",202329
"501","H0NY15129",2012,2016,"C00507426","H","P",202330
"502","H0NY16101",2010,2016,"C00473991","H","P",202331
"503","H0NY18065",2016,2016,"C00240986","H","P",202332
"504","H0NY19139",2014,2016,"C00466490","H","P",202333
"505","H0NY19139",2014,2016,"C00566216","N","J",202334
"506","H0NY19139",2014,2016,"C00567677","H","J",202335
"507","H0NY19162",2010,2016,"C00479311","H","P",202336
"508","H0NY20079",2010,2016,"C00458893","H","P",202337
"509","H0NY20095",2016,2016,"C00493783","H","J",202339
"510","H0NY20095",2016,2016,"C00528851","H","J",202340
"511","H0NY20095",2016,2016,"C00558577","H","J",202341
"512","H0NY20095",2016,2016,"C00566216","N","J",202342
"513","H0NY20095",2016,2016,"C00477984","H","P",202338
"514","H0NY23057",2014,2016,"C00462853","H","A",202343
"515","H0NY23057",2014,2016,"C00560797","H","P",202344
"516","H0NY23065",2010,2016,"C00463976","H","P",202345
"517","H0NY23073",2010,2016,"C00466045","H","P",202346
"518","H0NY23081",2014,2016,"C00464495","H","P",202347
"519","H0NY23107",2010,2016,"C00464826","H","P",202348
"520","H0NY23115",2009,2016,"C00464917","H","P",202349
"521","H0NY25052",2010,2016,"C00457309","H","P",202350
"522","H0NY25078",2012,2016,"C00528851","H","J",202351
"523","H0NY25086",2010,2016,"C00485128","H","P",202352
"524","H0NY28106",2010,2016,"C00481853","H","P",202353
"525","H0NY28114",2014,2016,"C00557223","H","P",202355
"526","H0NY28114",2014,2016,"C00482265","H","A",202354
"527","H0NY29054",2016,2016,"C00566216","N","J",202359
"528","H0NY29054",2016,2016,"C00464032","H","P",202356
"529","H0NY29054",2016,2016,"C00517896","N","J",202357
"530","H0NY29054",2016,2016,"C00558577","H","J",202358
"531","H0NY29054",2016,2016,"C00571505","H","J",209065
"532","H0OH02071",2010,2016,"C00476499","H","P",202360
"533","H0OH03087",2010,2016,"C00484808","H","P",202361
"534","H0OH05041",2010,2016,"C00479808","H","P",202362
"535","H0OH06171",2010,2016,"C00476002","H","P",202363
"536","H0OH06189",2016,2016,"C00476820","H","P",202364
"537","H0OH07021",2008,2016,"C00239905","Q","U",202365
"538","H0OH07088",2010,2016,"C00467548","H","P",202366
"539","H0OH07096",2010,2016,"C00477364","H","P",202367
"540","H0OH07120",2012,2016,"C00480103","H","P",202368
"541","H0OH08029",2016,2016,"C00478354","N","J",202370
"542","H0OH08029",2016,2016,"C00237198","N","U",202369
"543","H0OH12062",2016,2016,"C00347492","H","P",202371
"544","H0OH12088",2010,2016,"C00472332","H","P",202372
"545","H0OH12120",2010,2016,"C00465344","H","P",202373
"546","H0OH12138",2010,2016,"C00475525","H","P",202374
"547","H0OH13102",2010,2016,"C00466409","H","P",202375
"548","H0OH15081",2010,2016,"C00472761","H","P",202376
"549","H0OH15099",2016,2016,"C00565721","H","P",202377
"550","H0OH15123",2010,2016,"C00483453","H","P",202378
"551","H0OH16097",2016,2016,"C00615393","N","J",211201
"552","H0OH16097",2016,2016,"C00466359","H","P",202379
"553","H0OH16097",2016,2016,"C00528851","H","J",202380
"554","H0OH18069",2010,2016,"C00465765","H","P",202381
"555","H0OH18077",2016,2016,"C00466516","H","P",202382
"556","H0OH18077",2016,2016,"C00493783","H","J",202383
"557","H0OK01105",2010,2016,"C00484436","H","P",202384
"558","H0OK01121",2010,2016,"C00485342","H","P",202385
"559","H0OK05122",2010,2016,"C00468843","H","P",202387
"560","H0OK05130",2014,2016,"C00560672","H","P",202388
"561","H0OK05155",2016,2016,"C00600890","H","P",210489
"562","H0OR01111",2010,2016,"C00465898","H","P",202389
"563","H0OR01129",2010,2016,"C00466789","H","P",202390
"564","H0OR04081",2016,2016,"C00481341","H","P",202391
"565","H0PA01275",2010,2016,"C00467902","H","P",202392
"566","H0PA03198",2010,2016,"C00461442","H","P",202393
"567","H0PA03222",2010,2016,"C00467019","H","P",202394
"568","H0PA03248",2010,2016,"C00471870","H","P",202395
"569","H0PA03271",2016,2016,"C00578716","H","J",209468
"570","H0PA03271",2016,2016,"C00474189","H","P",202396
"571","H0PA03289",2010,2016,"C00475723","H","P",202397
"572","H0PA03305",2014,2016,"C00481168","H","P",202398
"573","H0PA04220",2016,2016,"C00608885","N","J",210721
"574","H0PA04220",2016,2016,"C00497115","H","P",202400
"575","H0PA04220",2016,2016,"C00467530","H","A",202399
"576","H0PA04238",2010,2016,"C00471995","H","P",202401
"577","H0PA05060",2010,2016,"C00476341","H","P",202402
"578","H0PA06076",2016,2016,"C00554899","H","P",202403
"579","H0PA06084",2014,2016,"C00557082","H","P",202404
"580","H0PA06084",2014,2016,"C00569954","N","J",202405
"581","H0PA06118",2016,2016,"C00472779","H","P",202406
"582","H0PA06134",2010,2016,"C00481663","H","P",202407
"583","H0PA07082",2016,2016,"C00466870","H","P",202409
"584","H0PA07082",2016,2016,"C00571505","H","J",209060
"585","H0PA07116",2010,2016,"C00477182","H","P",202410
"586","H0PA08122",2010,2016,"C00603308","H","P",210558
"587","H0PA08130",2010,2016,"C00472654","H","P",202411
"588","H0PA08148",2010,2016,"C00472662","H","P",202412
"589","H0PA08155",2010,2016,"C00474049","H","P",202413
"590","H0PA10078",2016,2016,"C00475145","H","A",202414
"591","H0PA10086",2010,2016,"C00475798","H","P",202415
"592","H0PA12090",2010,2016,"C00461202","H","P",202416
"593","H0PA12132",2012,2016,"C00476861","H","P",202417
"594","H0PA12157",2010,2016,"C00477786","H","P",202418
"595","H0PA13080",2014,2016,"C00557389","H","P",202419
"596","H0PA13106",2010,2016,"C00471615","H","P",202420
"597","H0PA14039",2004,2016,"C00119701","H","P",202421
"598","H0PA14096",2010,2016,"C00469155","H","P",202422
"599","H0PA14104",2010,2016,"C00473447","H","P",202423
"600","H0PA15101",2010,2016,"C00464750","H","P",202424
"601","H0PA17081",2010,2016,"C00479642","H","P",202425
"602","H0PA18055",2010,2016,"C00467050","H","P",202426
"603","H0PA18063",2010,2016,"C00473223","H","P",202427
"604","H0PR00051",2000,2016,"C00344390","H","P",202428
"605","H0RI01073",2016,2016,"C00476564","H","P",202429
"606","H0RI01081",2010,2016,"C00477190","H","P",202430
"607","H0RI02139",2016,2016,"C00344697","H","P",202431
"608","H0RI02212",2012,2016,"C00473694","H","P",202432
"609","H0RI02238",2010,2016,"C00486886","H","P",202433
"610","H0SC01071",2010,2016,"C00341529","H","P",202434
"611","H0SC01105",2013,2016,"C00540922","H","P",202435
"612","H0SC01196",2010,2016,"C00463661","H","P",202436
"613","H0SC01295",2010,2016,"C00478180","H","P",202437
"614","H0SC01329",2010,2016,"C00481432","H","P",202438
"615","H0SC01352",2013,2016,"C00542050","H","P",202439
"616","H0SC03077",2016,2016,"C00460550","H","P",202440
"617","H0SC04224",2010,2016,"C00461459","H","P",202441
"618","H0SC04240",2010,2016,"C00462234","H","P",202442
"619","H0SC04257",2016,2016,"C00462523","H","P",202443
"620","H0SC04273",2010,2016,"C00480962","H","P",202444
"621","H0SC05031",2016,2016,"C00471292","H","P",202445
"622","H0SD00054",2016,2016,"C00476853","H","P",202446
"623","H0SD00054",2016,2016,"C00571505","H","J",209061
"624","H0TN03254",2016,2016,"C00461822","H","P",202447
"625","H0TN03296",2010,2016,"C00463505","H","P",202448
"626","H0TN03304",2010,2016,"C00479659","H","P",202449
"627","H0TN03361",2010,2016,"C00485292","H","P",202450
"628","H0TN03403",2010,2016,"C00490052","H","P",202451
"629","H0TN04195",2016,2016,"C00464073","H","P",202452
"630","H0TN04195",2016,2016,"C00493783","H","J",202453
"631","H0TN04211",2016,2016,"C00475541","H","P",202454
"632","H0TN05101",2010,2016,"C00463430","H","P",202455
"633","H0TN05143",2010,2016,"C00473744","H","P",202456
"634","H0TN05150",2014,2016,"C00474593","H","P",202457
"635","H0TN05242",2012,2016,"C00482323","H","P",202458
"636","H0TN06224",2012,2016,"C00519546","H","P",202459
"637","H0TN06232",2010,2016,"C00472738","H","P",202460
"638","H0TN06240",2014,2016,"C00540633","H","P",202461
"639","H0TN06257",2016,2016,"C00517896","N","J",202463
"640","H0TN06257",2016,2016,"C00472878","H","P",202462
"641","H0TN06265",2010,2016,"C00476614","H","P",202464
"642","H0TN06299",2010,2016,"C00481747","H","P",202465
"643","H0TN06307",2010,2016,"C00485888","H","P",202466
"644","H0TN08220",2010,2016,"C00462119","H","P",202467
"645","H0TN08246",2016,2016,"C00466854","H","P",202468
"646","H0TN08246",2016,2016,"C00493783","H","J",202469
"647","H0TN08253",2010,2016,"C00471631","H","P",202470
"648","H0TN09053",2010,2016,"C00480640","H","P",202471
"649","H0TN09061",2014,2016,"C00551754","H","P",202472
"650","H0TN09095",2010,2016,"C00488676","H","P",202473
"651","H0TX02072",2010,2016,"C00469718","H","P",202474
"652","H0TX03088",2014,2016,"C00476044","H","P",202475
"653","H0TX04037",2014,2016,"C00120683","H","P",202476
"654","H0TX04094",2010,2016,"C00459669","H","P",202477
"655","H0TX04136",2016,2016,"C00473868","H","P",202478
"656","H0TX04144",2010,2016,"C00474809","H","P",202479
"657","H0TX05091",2012,2016,"C00471888","H","P",202480
"658","H0TX06065",2016,2016,"C00552752","H","P",202481
"659","H0TX07055",2016,2016,"C00343236","H","P",202482
"660","H0TX07139",2010,2016,"C00477836","H","P",202483
"661","H0TX07147",2014,2016,"C00523340","H","A",202484
"662","H0TX08087",2010,2016,"C00473173","H","P",202485
"663","H0TX09143",2012,2016,"C00485334","H","P",202486
"664","H0TX10182",2010,2016,"C00474213","H","P",202487
"665","H0TX12147",2014,2016,"C00547471","H","P",202488
"666","H0TX12196",2010,2016,"C00464941","H","P",202489
"667","H0TX13061",2010,2016,"C00468587","H","P",202490
"668","H0TX17088",2010,2016,"C00464420","H","P",202491
"669","H0TX17096",2010,2016,"C00468082","H","P",202492
"670","H0TX17104",2016,2016,"C00472241","H","P",202493
"671","H0TX18219",2010,2016,"C00472928","H","P",202494
"672","H0TX18227",2010,2016,"C00473470","H","P",202495
"673","H0TX18235",2014,2016,"C00557330","H","P",202496
"674","H0TX20090",2016,2016,"C00508622","H","P",202497
"675","H0TX21072",2012,2016,"C00524983","H","P",202498
"676","H0TX23060",2010,2016,"C00462218","H","P",202499
"677","H0TX23078",2010,2016,"C00462804","H","P",202500
"678","H0TX23086",2016,2016,"C00573477","H","J",209154
"679","H0TX23086",2016,2016,"C00545467","H","P",202501
"680","H0TX24134",2020,2016,"C00628743","H","P",212350
"681","H0TX26089",2010,2016,"C00472522","H","P",202502
"682","H0TX27061",2016,2016,"C00473736","H","P",202503
"683","H0TX27061",2016,2016,"C00563676","N","J",202504
"684","H0TX28028",2010,2016,"C00466797","H","P",202505
"685","H0TX28044",2010,2016,"C00473686","H","P",202506
"686","H0TX30040",2010,2016,"C00471284","H","P",202507
"687","H0TX32020",2010,2016,"C00472605","H","P",202508
"688","H0UT02096",2014,2016,"C00344721","H","P",202509
"689","H0VA02084",2016,2016,"C00570713","N","J",202511
"690","H0VA02084",2016,2016,"C00463687","H","P",202510
"691","H0VA02092",2010,2016,"C00463869","H","P",202512
"692","H0VA02118",2016,2016,"C00468264","H","A",202513
"693","H0VA02118",2016,2016,"C00608703","H","P",210715
"694","H0VA05095",2016,2016,"C00468405","H","P",202514
"695","H0VA05111",2016,2016,"C00614867","H","P",211192
"696","H0VA05111",2016,2016,"C00471136","H","A",202515
"697","H0VA07042",2014,2016,"C00355461","H","P",202516
"698","H0VA08040",2014,2016,"C00241349","H","P",202517
"699","H0VA09055",2016,2016,"C00477240","H","P",202518
"700","H0VA09055",2016,2016,"C00624841","N","J",212186
"701","H0VA10087",2010,2016,"C00467696","H","P",202519
"702","H0VA10129",2016,2016,"C00589903","H","P",210425
"703","H0VA10129",2016,2016,"C00554600","H","A",202520
"704","H0VA10145",2014,2016,"C00564831","H","P",202521
"705","H0VA11077",2010,2016,"C00475335","H","P",202522
"706","H0VI00037",2014,2016,"C00487801","H","P",202523
"707","H0WA02080",2016,2016,"C00345546","H","P",202524
"708","H0WA02163",2010,2016,"C00479402","H","P",202525
"709","H0WA02171",2010,2016,"C00481945","H","P",209313
"710","H0WA03138",2010,2016,"C00460980","H","P",202526
"711","H0WA03161",2016,2016,"C00472159","H","P",202527
"712","H0WA03187",2016,2016,"C00472704","H","P",202528
"713","H0WA03203",2010,2016,"C00473413","H","P",202529
"714","H0WA03211",2010,2016,"C00479832","H","P",202530
"715","H0WA04060",2012,2016,"C00476127","N","U",202531
"716","H0WA04078",2010,2016,"C00483339","H","P",202532
"717","H0WA06065",2014,2016,"C00481655","H","P",202533
"718","H0WA08046",2016,2016,"C00571893","H","J",209088
"719","H0WA08046",2016,2016,"C00610709","H","J",210874
"720","H0WA08046",2016,2016,"C00459099","H","P",202534
"721","H0WA08061",2012,2016,"C00476150","H","P",202535
"722","H0WA08079",2010,2016,"C00485094","H","P",202536
"723","H0WI03084",2014,2016,"C00483081","H","P",202537
"724","H0WI04082",2010,2016,"C00459750","H","P",202538
"725","H0WI04116",2010,2016,"C00483263","H","P",202539
"726","H0WI05105",2010,2016,"C00469189","H","P",202540
"727","H0WI06061",2014,2016,"C00107003","H","P",202541
"728","H0WI06145",2010,2016,"C00485185","H","P",202542
"729","H0WI07051",2016,2016,"C00464339","H","P",202543
"730","H0WI07051",2016,2016,"C00544312","N","J",202544
"731","H0WI07077",2010,2016,"C00484469","H","P",202545
"732","H0WI08075",2016,2016,"C00493783","H","J",202547
"733","H0WI08075",2016,2016,"C00499202","N","J",202548
"734","H0WI08075",2016,2016,"C00463620","H","P",202546
"735","H0WI08083",2010,2016,"C00465807","H","P",202549
"736","H0WI08091",2010,2016,"C00469957","H","P",202550
"737","H0WV01049",2010,2016,"C00464693","H","P",202551
"738","H0WV01072",2016,2016,"C00473132","H","P",202552
"739","H0WV02104",2016,2016,"C00608737","H","P",210755
"740","H2AK00119",2012,2016,"C00520387","H","A",202553
"741","H2AK00127",2012,2016,"C00523662","H","P",202554
"742","H2AL01184",2012,2016,"C00502609","H","P",202555
"743","H2AL01192",2014,2016,"C00509182","H","P",202556
"744","H2AL03032",2016,2016,"C00367862","H","P",202557
"745","H2AL03032",2016,2016,"C00548487","N","J",202558
"746","H2AL03032",2016,2016,"C00610055","N","J",210840
"747","H2AL03099",2012,2016,"C00545624","H","P",202559
"748","H2AL04055",2012,2016,"C00526293","H","P",202560
"749","H2AL05086",2012,2016,"C00508374","H","P",202561
"750","H2AL05094",2012,2016,"C00519157","H","P",202562
"751","H2AL06035",2014,2016,"C00260547","H","P",202563
"752","H2AL06126",2014,2016,"C00510735","H","P",202564
"753","H2AL06134",2012,2016,"C00513994","H","P",202565
"754","H2AR01071",2012,2016,"C00514760","H","P",202566
"755","H2AR03143",2001,2016,"C00366567","H","P",202567
"756","H2AR04133",2012,2016,"C00517102","H","P",202569
"757","H2AZ01172",2008,2016,"C00370874","H","P",202570
"758","H2AZ01271",2012,2016,"C00497404","H","P",202571
"759","H2AZ01297",2012,2016,"C00510990","H","P",202572
"760","H2AZ02055",2014,2016,"C00251918","H","P",202573
"761","H2AZ03087",2012,2016,"C00495416","H","P",202574
"762","H2AZ03103",2012,2016,"C00512962","H","P",202575
"763","H2AZ03129",2012,2016,"C00514604","H","P",202576
"764","H2AZ03145",2012,2016,"C00516096","H","P",202577
"765","H2AZ04127",2016,2016,"C00588673","H","P",210085
"766","H2AZ04135",2012,2016,"C00506253","H","P",202578
"767","H2AZ04143",2016,2016,"C00605741","H","P",210606
"768","H2AZ04143",2016,2016,"C00512319","H","A",202579
"769","H2AZ04150",2014,2016,"C00515791","H","P",202580
"770","H2AZ04168",2012,2016,"C00518100","H","P",202581
"771","H2AZ05132",2016,2016,"C00500199","H","P",202582
"772","H2AZ05140",2012,2016,"C00505164","H","P",202583
"773","H2AZ06148",2012,2016,"C00495986","H","P",202584
"774","H2AZ06155",2012,2016,"C00497628","H","P",202585
"775","H2AZ07070",2016,2016,"C00374058","H","P",202586
"776","H2AZ07161",2016,2016,"C00545731","H","P",202587
"777","H2AZ08045",2012,2016,"C00500181","H","P",202588
"778","H2AZ08052",2012,2016,"C00501569","H","P",202589
"779","H2AZ08086",2012,2016,"C00511543","H","P",202590
"780","H2AZ08094",2014,2016,"C00542449","N","J",202592
"781","H2AZ08094",2014,2016,"C00512129","H","P",202591
"782","H2AZ08102",2016,2016,"C00512236","H","P",202593
"783","H2AZ08102",2016,2016,"C00558361","H","J",202594
"784","H2AZ08102",2016,2016,"C00567677","H","J",202595
"785","H2AZ08102",2016,2016,"C00568048","H","J",202596
"786","H2AZ08102",2016,2016,"C00568311","H","J",202597
"787","H2AZ08102",2016,2016,"C00573469","H","J",209171
"788","H2AZ08102",2016,2016,"C00573477","H","J",209156
"789","H2AZ09019",2016,2016,"C00571893","H","J",209092
"790","H2AZ09019",2016,2016,"C00508804","H","P",202598
"791","H2AZ09019",2016,2016,"C00610709","H","J",210877
"792","H2AZ09019",2016,2016,"C00542449","N","J",202599
"793","H2AZ09019",2016,2016,"C00555490","N","J",202600
"794","H2AZ09027",2012,2016,"C00510495","H","P",202601
"795","H2AZ09035",2016,2016,"C00510958","H","P",202602
"796","H2AZ09068",2012,2016,"C00514190","H","P",202603
"797","H2AZ09092",2012,2016,"C00613869","H","P",211083
"798","H2AZ09100",2012,2016,"C00520866","H","P",202604
"799","H2CA00096",2016,2016,"C00495507","H","P",202605
"800","H2CA00104",2016,2016,"C00498212","H","P",202606
"801","H2CA00120",2016,2016,"C00513077","H","P",202607
"802","H2CA00120",2016,2016,"C00528547","N","J",202608
"803","H2CA00138",2014,2016,"C00556175","H","P",202609
"804","H2CA01110",2012,2016,"C00513580","H","P",202610
"805","H2CA01151",2016,2016,"C00615104","H","P",211185
"806","H2CA02092",2012,2016,"C00497768","H","P",202611
"807","H2CA02100",2012,2016,"C00500462","H","P",202612
"808","H2CA02118",2014,2016,"C00501700","H","P",202613
"809","H2CA02126",2012,2016,"C00502237","H","P",202614
"810","H2CA02142",2016,2016,"C00509422","H","P",202615
"811","H2CA02167",2012,2016,"C00515528","H","P",202616
"812","H2CA03082",2012,2016,"C00499822","H","P",202617
"813","H2CA04114",2012,2016,"C00506436","H","P",202618
"814","H2CA05087",2012,2016,"C00516807","H","P",202619
"815","H2CA06259",2016,2016,"C00536680","H","P",202620
"816","H2CA08156",2012,2016,"C00509554","H","P",202621
"817","H2CA08164",2016,2016,"C00512202","H","P",202622
"818","H2CA09113",2016,2016,"C00506642","H","P",202623
"819","H2CA10145",2012,2016,"C00502989","H","P",202624
"820","H2CA11168",2014,2016,"C00521260","H","P",202625
